state,year,quarter,pi
Mississippi,2013,1,0.75405025
Mississippi,2013,2,1.7481459
Mississippi,2013,3,2.4590158
Mississippi,2013,4,3.7198048
Mississippi,2014,1,3.2978122
Mississippi,2014,2,2.358561
Mississippi,2014,3,2.7488818
Mississippi,2014,4,3.1833816
Mississippi,2015,1,2.4676466
Mississippi,2015,2,2.5493507
Mississippi,2015,3,0.50984859
Mississippi,2015,4,-0.29285431
Mississippi,2016,1,-0.39585134
Mississippi,2016,2,-0.31975341
Mississippi,2016,3,0.55642176
Mississippi,2016,4,0.42954597
Mississippi,2017,1,2.0727911
Mississippi,2017,2,1.0825995
Mississippi,2017,3,-1.1358197
Mississippi,2017,4,-0.67216069
Missouri,1978,1,7.6459379
Missouri,1978,2,7.3607764
Missouri,1978,3,7.0727334
Missouri,1978,4,7.9501519
Missouri,1979,1,9.7634687
Missouri,1979,2,10.319549
Missouri,1979,3,11.267623
Missouri,1979,4,11.058505
Missouri,1980,1,10.454112
Missouri,1980,2,10.904098
Missouri,1980,3,11.59683
Missouri,1980,4,11.409594
Missouri,1981,1,10.910689
Missouri,1981,2,9.3213663
Missouri,1981,3,8.4421425
Missouri,1981,4,7.622396
Missouri,1982,1,7.5768275
Missouri,1982,2,7.8767347
Missouri,1982,3,7.6022987
Missouri,1982,4,7.409225
Missouri,1983,1,6.4750876
Missouri,1983,2,5.5544949
Missouri,1983,3,4.5150237
Missouri,1983,4,4.3362427
Missouri,1984,1,3.879992
Missouri,1984,2,2.8928835
Missouri,1984,3,2.9264419
Missouri,1984,4,2.4909158
Missouri,1985,1,2.3042312
Missouri,1985,2,3.562942
Missouri,1985,3,2.6741633
Missouri,1985,4,2.8234618
Missouri,1986,1,1.837101
Missouri,1986,2,0.85344386
Missouri,1986,3,2.1863778
Missouri,1986,4,1.0971831
Missouri,1989,1,4.280436
Missouri,1989,2,4.5163174
Missouri,1989,3,3.7519345
Missouri,1989,4,3.3945098
Missouri,1990,1,4.3090162
Missouri,1990,2,3.9153373
Missouri,1990,3,4.533123
Missouri,1990,4,5.0634928
Missouri,1991,1,3.4693933
Missouri,1991,2,3.0986869
Missouri,1991,3,2.76215
Missouri,1991,4,2.3551593
Missouri,1992,1,2.6415839
Missouri,1992,2,2.4278011
Missouri,1992,3,2.3067579
Missouri,1992,4,2.0739894
Missouri,1993,1,2.195354
Missouri,1993,2,2.2155154
Missouri,1993,3,2.8539877
Missouri,1993,4,3.356781
Missouri,1994,1,3.4920735
Missouri,1994,2,3.5696678
Missouri,1994,3,3.2787385
Missouri,1994,4,2.1026413
Missouri,1995,1,1.7084223
Missouri,1995,2,2.3320513
Missouri,1995,3,1.7445441
Missouri,1995,4,1.690715
Missouri,1996,1,2.2184045
Missouri,1996,2,1.7431509
Missouri,1996,3,2.0512588
Missouri,1996,4,2.7151008
Missouri,1997,1,2.4947968
Missouri,1997,2,1.8982749
Missouri,1997,3,1.638356
Missouri,1997,4,1.5600073
Missouri,1998,1,1.1491919
Missouri,1998,2,1.733027
Missouri,1998,3,1.2775388
Missouri,1998,4,0.72752804
Missouri,1999,1,0.82734442
Missouri,1999,2,0.99857134
Missouri,1999,3,2.3796301
Missouri,1999,4,2.5894747
Missouri,2000,1,3.0361958
Missouri,2000,2,3.5497289
Missouri,2000,3,3.2816114
Missouri,2000,4,3.4230163
Missouri,2001,1,3.4058063
Missouri,2001,2,2.8163929
Missouri,2001,3,2.5828087
Missouri,2001,4,1.6397786
Missouri,2002,1,1.1906483
Missouri,2002,2,2.099705
Missouri,2002,3,2.3191144
Missouri,2002,4,2.299751
Missouri,2003,1,2.9990764
Missouri,2003,2,2.674439
Missouri,2003,3,2.4803607
Missouri,2003,4,1.9908681
Missouri,2004,1,1.8002369
Missouri,2004,2,2.2504396
Missouri,2004,3,2.241281
Missouri,2004,4,3.2402236
Missouri,2005,1,2.3156018
Missouri,2005,2,2.0540378
Missouri,2005,3,2.095506
Missouri,2005,4,2.1998127
Missouri,2006,1,2.54056
Missouri,2006,2,2.2144837
Missouri,2006,3,2.386632
Missouri,2006,4,1.7976843
Missouri,2007,1,2.0298257
Missouri,2007,2,2.3144195
Missouri,2007,3,1.9265722
Missouri,2007,4,2.2201426
Missouri,2008,1,2.0542917
Missouri,2008,2,2.5246577
Missouri,2008,3,3.6709354
Missouri,2008,4,2.4592445
Missouri,2009,1,2.2956767
Missouri,2009,2,1.7373376
Missouri,2009,3,0.38351917
Missouri,2009,4,1.061444
Missouri,2010,1,0.99407166
Missouri,2010,2,1.1419104
Missouri,2010,3,1.7073969
Missouri,2010,4,2.4265821
Missouri,2011,1,2.8361201
Missouri,2011,2,3.1554236
Missouri,2011,3,3.3284369
Missouri,2011,4,3.656661
Missouri,2012,1,3.3974741
Missouri,2012,2,2.8525288
Missouri,2012,3,2.3642185
Missouri,2012,4,1.515834
Missouri,2013,1,2.1822617
Missouri,2013,2,2.3817842
Missouri,2013,3,2.1595402
Missouri,2013,4,1.7533438
Missouri,2014,1,2.1343753
Missouri,2014,2,1.9213322
Missouri,2014,3,0.79500192
Missouri,2014,4,0.88885975
Missouri,2015,1,-0.50750524
Missouri,2015,2,0.15787351
Missouri,2015,3,1.0552564
Missouri,2015,4,1.6635922
Missouri,2016,1,2.490447
Missouri,2016,2,2.0760984
Missouri,2016,3,1.3338851
Missouri,2016,4,0.70315701
Missouri,2017,1,1.154971
Missouri,2017,2,2.5414796
Missouri,2017,3,2.6134589
Missouri,2017,4,2.8035367
New Jersey,1978,1,3.3407288
New Jersey,1978,2,4.3372002
New Jersey,1978,3,4.929172
New Jersey,1978,4,4.4859338
New Jersey,1979,1,3.5212224
New Jersey,1979,2,3.715724
New Jersey,1979,3,5.4344711
New Jersey,1979,4,6.9433084
New Jersey,1980,1,8.1738358
New Jersey,1980,2,8.9486818
New Jersey,1980,3,9.8354702
New Jersey,1980,4,9.7815094
New Jersey,1981,1,9.1932096
New Jersey,1981,2,8.3872585
New Jersey,1981,3,7.0893736
New Jersey,1981,4,5.9838929
New Jersey,1982,1,5.0005469
New Jersey,1982,2,4.0025535
New Jersey,1982,3,3.4296947
New Jersey,1982,4,2.6856024
New Jersey,1983,1,2.0842118
New Jersey,1983,2,2.1162908
New Jersey,1983,3,1.7446613
New Jersey,1983,4,1.7308706
New Jersey,1984,1,2.1829081
New Jersey,1984,2,2.0706613
New Jersey,1984,3,2.1791341
New Jersey,1984,4,1.8487303
New Jersey,1985,1,2.0419219
New Jersey,1985,2,1.7085322
New Jersey,1985,3,0.87087381
New Jersey,1985,4,0.97230661
New Jersey,1986,1,1.1479942
New Jersey,1986,2,0.71936536
New Jersey,1986,3,0.98652762
New Jersey,1986,4,2.9527657
New Jersey,1989,1,3.824929
New Jersey,1989,2,4.0018563
New Jersey,1989,3,2.8157475
New Jersey,1989,4,2.9162271
New Jersey,1990,1,2.0138886
New Jersey,1990,2,1.2639353
New Jersey,1990,3,2.9835308
New Jersey,1990,4,4.5186253
New Jersey,1991,1,9.3517122
New Jersey,1991,2,5.4789801
New Jersey,1991,3,3.661864
New Jersey,1991,4,2.1456547
New Jersey,1992,1,-1.0330343
New Jersey,1992,2,2.2198746
New Jersey,1992,3,2.1021223
New Jersey,1992,4,2.9382751
New Jersey,1993,1,2.8769169
New Jersey,1993,2,2.8267546
New Jersey,1993,3,3.1425481
New Jersey,1993,4,3.2257419
New Jersey,1994,1,2.3713164
New Jersey,1994,2,1.9157193
New Jersey,1994,3,2.4325659
New Jersey,1994,4,1.7512599
New Jersey,1995,1,1.9700645
New Jersey,1995,2,2.7572198
New Jersey,1995,3,2.24193
New Jersey,1995,4,1.4853009
New Jersey,1996,1,1.6427542
New Jersey,1996,2,1.4234385
New Jersey,1996,3,1.7765383
New Jersey,1996,4,2.8169487
New Jersey,1997,1,2.5282035
New Jersey,1997,2,2.0074174
New Jersey,1997,3,1.868614
New Jersey,1997,4,1.0058399
New Jersey,1998,1,1.1418045
New Jersey,1998,2,1.4600916
New Jersey,1998,3,1.6888149
New Jersey,1998,4,2.3456051
New Jersey,1999,1,1.80437
New Jersey,1999,2,1.7458283
New Jersey,1999,3,1.7107331
New Jersey,1999,4,1.4289312
New Jersey,2000,1,1.562939
New Jersey,2000,2,1.8669432
New Jersey,2000,3,1.6339597
New Jersey,2000,4,1.5726353
New Jersey,2001,1,2.0834286
New Jersey,2001,2,2.3299391
New Jersey,2001,3,2.4339099
New Jersey,2001,4,1.1445539
New Jersey,2002,1,1.8295535
New Jersey,2002,2,2.1405561
New Jersey,2002,3,1.5936217
New Jersey,2002,4,1.8781482
New Jersey,2003,1,1.7467638
New Jersey,2003,2,1.4010997
New Jersey,2003,3,2.0324123
New Jersey,2003,4,2.3664145
New Jersey,2004,1,1.8653562
New Jersey,2004,2,3.0359261
New Jersey,2004,3,3.7252448
New Jersey,2004,4,4.6600852
New Jersey,2005,1,5.4922371
New Jersey,2005,2,5.1566982
New Jersey,2005,3,5.7719707
New Jersey,2005,4,5.0974612
New Jersey,2006,1,4.4038367
New Jersey,2006,2,4.5732155
New Jersey,2006,3,3.4525712
New Jersey,2006,4,1.8646444
New Jersey,2007,1,1.5829982
New Jersey,2007,2,1.3744215
New Jersey,2007,3,1.7049035
New Jersey,2007,4,3.4423218
New Jersey,2008,1,3.5346813
New Jersey,2008,2,4.1712966
New Jersey,2008,3,5.1354189
New Jersey,2008,4,5.1052303
New Jersey,2009,1,4.0490012
New Jersey,2009,2,1.7645056
New Jersey,2009,3,0.38753602
New Jersey,2009,4,0.21908249
New Jersey,2010,1,1.0188413
New Jersey,2010,2,2.459764
New Jersey,2010,3,2.3967538
New Jersey,2010,4,2.803221
New Jersey,2011,1,3.2871802
New Jersey,2011,2,3.435967
New Jersey,2011,3,3.8924968
New Jersey,2011,4,4.3352218
New Jersey,2012,1,3.5062225
New Jersey,2012,2,2.3315685
New Jersey,2012,3,1.5459104
New Jersey,2012,4,2.1035483
New Jersey,2013,1,2.6174676
New Jersey,2013,2,1.911427
New Jersey,2013,3,1.8366272
New Jersey,2013,4,0.95937109
New Jersey,2014,1,1.3049979
New Jersey,2014,2,2.0721674
New Jersey,2014,3,1.3479462
New Jersey,2014,4,0.55865479
New Jersey,2015,1,0.011139612
New Jersey,2015,2,0.83696985
New Jersey,2015,3,1.6893885
New Jersey,2015,4,2.5320046
New Jersey,2016,1,1.9037875
New Jersey,2016,2,2.2017927
New Jersey,2016,3,1.8215255
New Jersey,2016,4,1.128251
New Jersey,2017,1,1.5459361
New Jersey,2017,2,0.77381104
New Jersey,2017,3,-0.000584957
New Jersey,2017,4,0.62186027
New York,1978,1,5.4918728
New York,1978,2,4.4602776
New York,1978,3,3.7522786
New York,1978,4,4.832036
New York,1979,1,5.3107152
New York,1979,2,6.3158855
New York,1979,3,8.1577091
New York,1979,4,8.460083
New York,1980,1,9.2588568
New York,1980,2,9.2349539
New York,1980,3,9.274744
New York,1980,4,9.6717062
New York,1981,1,9.5367785
New York,1981,2,9.2755051
New York,1981,3,9.2232218
New York,1981,4,7.7200475
New York,1982,1,6.8299685
New York,1982,2,6.018013
New York,1982,3,5.0135245
New York,1982,4,5.1153693
New York,1983,1,4.2291584
New York,1983,2,3.888303
New York,1983,3,3.9822974
New York,1983,4,3.8630407
New York,1984,1,3.8965244
New York,1984,2,3.5135288
New York,1984,3,3.224946
New York,1984,4,2.8830287
New York,1985,1,2.7677116
New York,1985,2,2.5220227
New York,1985,3,1.3189666
New York,1985,4,0.90794051
New York,1986,1,0.28529575
New York,1986,2,0.072205134
New York,1986,3,0.67922103
New York,1986,4,0.57075751
New York,1989,1,4.5119772
New York,1989,2,5.0315337
New York,1989,3,5.1667757
New York,1989,4,5.0737948
New York,1990,1,5.4717865
New York,1990,2,4.2980089
New York,1990,3,3.9313159
New York,1990,4,4.6070437
New York,1991,1,4.1604557
New York,1991,2,4.0648127
New York,1991,3,3.885478
New York,1991,4,2.7950501
New York,1992,1,1.8199326
New York,1992,2,2.379987
New York,1992,3,3.0344543
New York,1992,4,2.6966829
New York,1993,1,2.5823779
New York,1993,2,2.643688
New York,1993,3,2.3171368
New York,1993,4,2.5661139
New York,1994,1,2.4470017
New York,1994,2,2.2287011
New York,1994,3,2.4020391
New York,1994,4,1.8675623
New York,1995,1,2.12236
New York,1995,2,2.6995366
New York,1995,3,2.3868611
New York,1995,4,2.4980142
New York,1996,1,2.644892
New York,1996,2,1.8829418
New York,1996,3,2.3398204
New York,1996,4,2.6754103
New York,1997,1,2.3483014
New York,1997,2,1.9860333
New York,1997,3,1.5286001
New York,1997,4,1.4480629
New York,1998,1,1.219502
New York,1998,2,1.4128206
New York,1998,3,1.3038563
New York,1998,4,0.92169076
New York,1999,1,1.0499775
New York,1999,2,1.4664178
New York,1999,3,1.8545967
New York,1999,4,2.4538219
New York,2000,1,2.7845461
New York,2000,2,3.2324617
New York,2000,3,3.4994252
New York,2000,4,3.222975
New York,2001,1,3.3777802
New York,2001,2,3.1581435
New York,2001,3,2.560354
New York,2001,4,1.4436281
New York,2002,1,0.81904089
New York,2002,2,1.3330137
New York,2002,3,2.1061106
New York,2002,4,3.4255943
New York,2003,1,4.4459949
New York,2003,2,3.9110284
New York,2003,3,3.428689
New York,2003,4,2.6208656
New York,2004,1,2.0850418
New York,2004,2,2.3034358
New York,2004,3,2.0670514
New York,2004,4,2.7496386
New York,2005,1,3.0703344
New York,2005,2,2.9886973
New York,2005,3,3.5509145
New York,2005,4,4.7157354
New York,2006,1,3.3749745
New York,2006,2,3.0663102
New York,2006,3,2.3961935
New York,2006,4,0.17675042
New York,2007,1,1.3052346
New York,2007,2,2.4066274
New York,2007,3,2.0728087
New York,2007,4,3.3414147
New York,2008,1,3.3339953
New York,2008,2,3.4599826
New York,2008,3,4.7790971
New York,2008,4,2.3053169
New York,2009,1,1.5240345
New York,2009,2,-0.47454852
New York,2009,3,-0.59153676
New York,2009,4,2.0581584
New York,2010,1,2.4501724
New York,2010,2,3.6705096
New York,2010,3,2.4684298
New York,2010,4,1.6138815
New York,2011,1,1.9569831
New York,2011,2,2.6657267
New York,2011,3,3.9126921
New York,2011,4,3.7720542
New York,2012,1,3.051085
New York,2012,2,2.1944821
New York,2012,3,0.74882549
New York,2012,4,1.1306994
New York,2013,1,1.4676071
New York,2013,2,1.5742959
New York,2013,3,2.4386725
New York,2013,4,1.9311856
New York,2014,1,2.9749913
New York,2014,2,2.307445
New York,2014,3,1.139372
New York,2014,4,0.37539813
New York,2015,1,-0.85817605
New York,2015,2,-0.59695256
New York,2015,3,0.26726264
New York,2015,4,0.28141221
New York,2016,1,-0.059030753
New York,2016,2,0.42620298
New York,2016,3,-0.24438307
New York,2016,4,0.71154648
New York,2017,1,1.8852574
New York,2017,2,1.5938058
New York,2017,3,1.7056998
New York,2017,4,1.4402996
North Carolina,1989,1,3.1897635
North Carolina,1989,2,4.9384379
North Carolina,1989,3,5.1459084
North Carolina,1989,4,5.350409
North Carolina,1990,1,5.8987837
North Carolina,1990,2,3.8396871
North Carolina,1990,3,3.4165494
North Carolina,1990,4,3.8500748
North Carolina,1991,1,2.8289454
North Carolina,1991,2,3.2258968
North Carolina,1991,3,3.398773
North Carolina,1991,4,2.3380034
North Carolina,1992,1,2.2497439
North Carolina,1992,2,2.2544205
North Carolina,1992,3,1.8575689
North Carolina,1992,4,2.3456104
North Carolina,1993,1,2.4598396
North Carolina,1993,2,2.6260247
North Carolina,1993,3,2.7252052
North Carolina,1993,4,3.1241326
North Carolina,1994,1,3.0866859
North Carolina,1994,2,3.0167181
North Carolina,1994,3,3.4990487
North Carolina,1994,4,2.7966759
North Carolina,1995,1,3.3032267
North Carolina,1995,2,3.2230048
North Carolina,1995,3,2.7163675
North Carolina,1995,4,2.7673333
North Carolina,1996,1,2.4463525
North Carolina,1996,2,2.6048307
North Carolina,1996,3,2.7272007
North Carolina,1996,4,2.7335134
North Carolina,1997,1,2.7446043
North Carolina,1997,2,2.2348144
North Carolina,1997,3,1.7314667
North Carolina,1997,4,1.2267952
North Carolina,1998,1,0.89970946
North Carolina,1998,2,-0.28740579
North Carolina,1998,3,-0.49928173
North Carolina,1998,4,0.61928976
North Carolina,1999,1,0.020610334
North Carolina,1999,2,0.97282064
North Carolina,1999,3,1.8250942
North Carolina,1999,4,2.4963319
North Carolina,2000,1,3.4270227
North Carolina,2000,2,3.8472064
North Carolina,2000,3,4.0587473
North Carolina,2000,4,2.8688498
North Carolina,2001,1,3.1154442
North Carolina,2001,2,2.5893941
North Carolina,2001,3,1.743587
North Carolina,2001,4,1.6407306
North Carolina,2002,1,0.75403637
North Carolina,2002,2,0.70713693
North Carolina,2002,3,0.45151085
North Carolina,2002,4,0.46575585
North Carolina,2003,1,0.45204836
North Carolina,2003,2,2.2103603
North Carolina,2003,3,3.760843
North Carolina,2003,4,2.0727029
North Carolina,2004,1,1.3892043
North Carolina,2004,2,1.9584845
North Carolina,2004,3,0.65102613
North Carolina,2004,4,1.9041041
North Carolina,2005,1,2.3812299
North Carolina,2005,2,1.5820549
North Carolina,2005,3,2.7696116
North Carolina,2005,4,2.5281565
North Carolina,2006,1,2.4435573
North Carolina,2006,2,1.1400545
North Carolina,2006,3,0.91244823
North Carolina,2006,4,-0.15904799
North Carolina,2007,1,0.89235723
North Carolina,2007,2,2.0431218
North Carolina,2007,3,2.0637155
North Carolina,2007,4,4.1292162
North Carolina,2008,1,4.1208658
North Carolina,2008,2,3.7580395
North Carolina,2008,3,4.4950924
North Carolina,2008,4,2.8280168
North Carolina,2009,1,1.4408031
North Carolina,2009,2,0.35268193
North Carolina,2009,3,-0.43170488
North Carolina,2009,4,0.64327222
North Carolina,2010,1,2.6607947
North Carolina,2010,2,2.4297683
North Carolina,2010,3,1.7245154
North Carolina,2010,4,1.8457392
North Carolina,2011,1,2.3247535
North Carolina,2011,2,2.5591218
North Carolina,2011,3,2.3957586
North Carolina,2011,4,2.8384058
North Carolina,2012,1,0.83741164
North Carolina,2012,2,0.89279866
North Carolina,2012,3,1.1846023
North Carolina,2012,4,1.3793864
North Carolina,2013,1,2.0962994
North Carolina,2013,2,-0.02334775
North Carolina,2013,3,0.10038905
North Carolina,2013,4,-0.91925538
North Carolina,2014,1,-1.2735881
North Carolina,2014,2,1.2487496
North Carolina,2014,3,1.48799
North Carolina,2014,4,0.44904631
North Carolina,2015,1,0.86043459
North Carolina,2015,2,0.51955396
North Carolina,2015,3,-1.2777113
North Carolina,2015,4,-0.66131896
North Carolina,2016,1,0.015600699
North Carolina,2016,2,0.11948807
North Carolina,2016,3,-1.1359019
North Carolina,2016,4,0.81224257
North Carolina,2017,1,3.5149615
North Carolina,2017,2,2.2952514
North Carolina,2017,3,2.7638326
North Carolina,2017,4,3.176671
Ohio,1978,1,7.1211281
Ohio,1978,2,7.3950248
Ohio,1978,3,7.8508725
Ohio,1978,4,7.6281219
Ohio,1979,1,8.2915983
Ohio,1979,2,7.965836
Ohio,1979,3,8.0853176
Ohio,1979,4,9.781476
Ohio,1980,1,10.12846
Ohio,1980,2,11.070142
Ohio,1980,3,11.622121
Ohio,1980,4,11.872175
Ohio,1981,1,10.457663
Ohio,1981,2,10.190296
Ohio,1981,3,10.268517
Ohio,1981,4,8.8623085
Ohio,1982,1,8.7599459
Ohio,1982,2,7.2197943
Ohio,1982,3,6.0006847
Ohio,1982,4,5.503963
Ohio,1983,1,6.1011662
Ohio,1983,2,4.6025791
Ohio,1983,3,4.5397911
Ohio,1983,4,4.8010988
Ohio,1984,1,3.2864017
Ohio,1984,2,3.939889
Ohio,1984,3,4.0411749
Ohio,1984,4,3.1518385
Ohio,1985,1,3.3539584
Ohio,1985,2,3.4276965
Ohio,1985,3,2.9781017
Ohio,1985,4,4.8340387
Ohio,1986,1,3.4011772
Ohio,1986,2,3.0079565
Ohio,1986,3,3.1847227
Ohio,1986,4,1.8618743
Ohio,1989,1,4.4435644
Ohio,1989,2,4.0521774
Ohio,1989,3,3.249438
Ohio,1989,4,3.3925619
Ohio,1990,1,2.9764793
Ohio,1990,2,3.1955843
Ohio,1990,3,4.4876308
Ohio,1990,4,4.6475282
Ohio,1991,1,3.9221051
Ohio,1991,2,3.5867407
Ohio,1991,3,2.7313366
Ohio,1991,4,1.909538
Ohio,1992,1,2.2153337
Ohio,1992,2,1.9709415
Ohio,1992,3,1.5997144
Ohio,1992,4,2.0486686
Ohio,1993,1,1.8837297
Ohio,1993,2,1.8624481
Ohio,1993,3,2.2089701
Ohio,1993,4,2.2353148
Ohio,1994,1,2.2621655
Ohio,1994,2,2.348212
Ohio,1994,3,2.4954684
Ohio,1994,4,2.4882097
Ohio,1995,1,2.5826867
Ohio,1995,2,2.971139
Ohio,1995,3,2.7266035
Ohio,1995,4,2.6175818
Ohio,1996,1,2.3966484
Ohio,1996,2,2.2392762
Ohio,1996,3,2.2670448
Ohio,1996,4,2.6677954
Ohio,1997,1,2.6865909
Ohio,1997,2,2.2536979
Ohio,1997,3,1.6816603
Ohio,1997,4,1.1084102
Ohio,1998,1,1.1756334
Ohio,1998,2,0.93698889
Ohio,1998,3,1.3400247
Ohio,1998,4,1.3970311
Ohio,1999,1,1.3743612
Ohio,1999,2,1.9216602
Ohio,1999,3,2.0843258
Ohio,1999,4,2.278913
Ohio,2000,1,2.430048
Ohio,2000,2,2.5111887
Ohio,2000,3,2.2883351
Ohio,2000,4,2.5071478
Ohio,2001,1,2.7848988
Ohio,2001,2,2.5825138
Ohio,2001,3,2.7283051
Ohio,2001,4,1.1773463
Ohio,2002,1,0.36978042
Ohio,2002,2,0.40159145
Ohio,2002,3,0.63898754
Ohio,2002,4,1.9249905
Ohio,2003,1,2.6556277
Ohio,2003,2,2.7539926
Ohio,2003,3,2.8875837
Ohio,2003,4,2.3821063
Ohio,2004,1,2.8894234
Ohio,2004,2,2.8334494
Ohio,2004,3,2.3337569
Ohio,2004,4,3.4916379
Ohio,2005,1,2.8967576
Ohio,2005,2,2.7109661
Ohio,2005,3,2.8978121
Ohio,2005,4,2.9846303
Ohio,2006,1,3.9406841
Ohio,2006,2,3.7867472
Ohio,2006,3,3.4933827
Ohio,2006,4,2.4619555
Ohio,2007,1,2.118891
Ohio,2007,2,2.4239762
Ohio,2007,3,2.8341248
Ohio,2007,4,3.5466681
Ohio,2008,1,3.9277709
Ohio,2008,2,4.9652891
Ohio,2008,3,5.0987692
Ohio,2008,4,3.1397407
Ohio,2009,1,1.694819
Ohio,2009,2,0.097416848
Ohio,2009,3,-0.36080515
Ohio,2009,4,1.3624485
Ohio,2010,1,2.1847811
Ohio,2010,2,2.6961122
Ohio,2010,3,2.6763113
Ohio,2010,4,2.7974257
Ohio,2011,1,2.6559582
Ohio,2011,2,3.251879
Ohio,2011,3,3.6723104
Ohio,2011,4,2.9285953
Ohio,2012,1,2.6045337
Ohio,2012,2,2.3827312
Ohio,2012,3,2.1549828
Ohio,2012,4,2.3221006
Ohio,2013,1,2.4802144
Ohio,2013,2,2.7411904
Ohio,2013,3,2.055609
Ohio,2013,4,1.2451127
Ohio,2014,1,1.7712817
Ohio,2014,2,2.5426042
Ohio,2014,3,2.6663296
Ohio,2014,4,2.334188
Ohio,2015,1,1.0234087
Ohio,2015,2,-0.12136374
Ohio,2015,3,-0.15855506
Ohio,2015,4,0.011641952
Ohio,2016,1,-0.17630911
Ohio,2016,2,0.38598967
Ohio,2016,3,-0.26599348
Ohio,2016,4,0.16967312
Ohio,2017,1,0.68565094
Ohio,2017,2,0.55952913
Ohio,2017,3,1.6736689
Ohio,2017,4,2.2436602
Oklahoma,1989,2,8.7245655
Oklahoma,1989,3,7.1465874
Oklahoma,1989,4,5.1224141
Oklahoma,1990,1,4.8059883
Oklahoma,1990,2,3.6984327
Oklahoma,1990,3,2.3683188
Oklahoma,1990,4,2.9494538
Oklahoma,1991,1,3.1306291
Oklahoma,1991,2,2.8225238
Oklahoma,1991,3,3.9765017
Oklahoma,1991,4,2.9607635
Oklahoma,1992,1,2.2018406
Oklahoma,1992,2,3.32286
Oklahoma,1992,3,3.1145396
Oklahoma,1992,4,3.3353226
Oklahoma,1993,1,4.2717681
Oklahoma,1993,2,3.4890742
Oklahoma,1993,3,2.2030251
Oklahoma,1993,4,1.7835171
Oklahoma,1994,1,0.017967761
Oklahoma,1994,2,0.11499543
Oklahoma,1994,3,1.5311164
Oklahoma,1994,4,1.1269459
Oklahoma,1995,1,1.8825912
Oklahoma,1995,2,2.7255585
Oklahoma,1995,3,1.9297717
Oklahoma,1995,4,2.431726
Oklahoma,1996,1,2.3518178
Oklahoma,1996,2,2.3024883
Oklahoma,1996,3,3.5055501
Oklahoma,1996,4,3.9460263
Oklahoma,1997,1,3.5731018
Oklahoma,1997,2,2.4486685
Oklahoma,1997,3,1.3336987
Oklahoma,1997,4,1.3085774
Oklahoma,1998,1,3.8070278
Oklahoma,1998,2,4.1836414
Oklahoma,1998,3,3.3321323
Oklahoma,1998,4,2.9719415
Oklahoma,1999,1,0.98083979
Oklahoma,1999,2,1.3320391
Oklahoma,1999,3,2.9183969
Oklahoma,1999,4,2.8483713
Oklahoma,2000,1,3.2946215
Oklahoma,2000,2,3.0308847
Oklahoma,2000,3,3.1072671
Oklahoma,2000,4,4.2869096
Oklahoma,2001,1,3.7546813
Oklahoma,2001,2,4.7845631
Oklahoma,2001,3,3.3085814
Oklahoma,2001,4,1.2811234
Oklahoma,2002,1,2.7656465
Oklahoma,2002,2,2.3463714
Oklahoma,2002,3,3.1503639
Oklahoma,2002,4,4.2056475
Oklahoma,2003,1,2.5725038
Oklahoma,2003,2,2.0748186
Oklahoma,2003,3,2.7972858
Oklahoma,2003,4,3.6619408
Oklahoma,2004,1,3.863838
Oklahoma,2004,2,4.8267846
Oklahoma,2004,3,4.5700321
Oklahoma,2004,4,3.9521217
Oklahoma,2005,1,3.4825013
Oklahoma,2005,2,2.4265683
Oklahoma,2005,3,2.7405834
Oklahoma,2005,4,3.3091247
Oklahoma,2006,1,3.1764169
Oklahoma,2006,2,3.6565602
Oklahoma,2006,3,1.3690951
Oklahoma,2006,4,-0.00156334
Oklahoma,2007,1,-0.15353614
Oklahoma,2007,2,0.8316043
Oklahoma,2007,3,2.1301484
Oklahoma,2007,4,1.4554143
Oklahoma,2008,1,2.9996912
Oklahoma,2008,2,4.3058887
Oklahoma,2008,3,6.4225054
Oklahoma,2008,4,6.2484007
Oklahoma,2009,1,4.3069382
Oklahoma,2009,2,1.9493501
Oklahoma,2009,3,-0.57991058
Oklahoma,2009,4,-0.075937934
Oklahoma,2010,1,0.73135334
Oklahoma,2010,2,0.48695102
Oklahoma,2010,3,-0.070566528
Oklahoma,2010,4,-0.77148062
Oklahoma,2011,1,0.58408332
Oklahoma,2011,2,2.6978695
Oklahoma,2011,3,3.8904462
Oklahoma,2011,4,5.5005546
Oklahoma,2012,1,3.5605378
Oklahoma,2012,2,1.9773251
Oklahoma,2012,3,1.4507055
Oklahoma,2012,4,1.036994
Oklahoma,2013,1,0.94930339
Oklahoma,2013,2,2.1316407
Oklahoma,2013,3,2.8667021
Oklahoma,2013,4,1.6997716
Oklahoma,2014,1,2.0208781
Oklahoma,2014,2,3.6154652
Oklahoma,2014,3,3.8720419
Oklahoma,2014,4,4.279727
Oklahoma,2015,1,2.2931876
Oklahoma,2015,2,-0.26720816
Oklahoma,2015,3,1.1819028
Oklahoma,2015,4,-0.90309894
Oklahoma,2016,1,-0.78681171
Oklahoma,2016,2,1.6283478
Oklahoma,2016,3,0.47271559
Oklahoma,2016,4,2.0998456
Oklahoma,2017,1,3.633075
Oklahoma,2017,2,-0.21002071
Oklahoma,2017,3,2.2865381
Oklahoma,2017,4,2.1638834
Oregon,1978,1,3.4956033
Oregon,1978,2,3.6648042
Oregon,1978,3,3.7100451
Oregon,1978,4,5.0610547
Oregon,1979,1,7.4411621
